id,sex,age,age_cat,race,priors_count,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,decile_score,score_text,two_year_recid,high_risk,sex_binary,is_african_american,charge_degree_binary
3243,Male,38,25 - 45,African-American,5,F,Battery,0,0,1,Low,1,0,1,1,1
234,Male,43,25 - 45,Caucasian,1,M,Battery,0,0,3,Low,0,0,1,0,0
1758,Male,42,25 - 45,Caucasian,0,M,Possession of Cannabis,0,0,2,Low,1,0,1,0,0
5212,Male,31,25 - 45,African-American,1,F,Assault,0,0,5,Medium,0,0,1,1,1
5963,Male,23,Less than 25,African-American,0,F,Robbery,0,0,6,Medium,0,0,1,1,1
2812,Male,33,25 - 45,Hispanic,1,M,Possession of Cannabis,0,0,3,Low,0,0,1,0,0
53,Male,23,Less than 25,African-American,0,M,Possession of Cannabis,0,0,8,High,0,1,1,1,0
273,Male,20,Less than 25,Hispanic,3,M,Possession of Cannabis,0,1,10,High,1,1,1,0,0
4143,Male,27,25 - 45,Native American,4,F,Theft,0,0,8,High,0,1,1,0,1
5888,Male,31,25 - 45,Hispanic,2,M,Drug Possession,0,0,5,Medium,1,0,1,0,0
2309,Male,47,Greater than 45,African-American,2,M,Battery,0,0,4,Low,0,0,1,1,0
1692,Male,30,25 - 45,Hispanic,0,F,Burglary,0,0,1,Low,0,0,1,0,1
4336,Male,32,25 - 45,African-American,0,F,Battery,0,2,8,High,0,1,1,1,1
4111,Male,34,25 - 45,African-American,0,M,DUI,0,0,5,Medium,0,0,1,1,0
5734,Male,43,25 - 45,Caucasian,1,F,Theft,0,0,2,Low,1,0,1,0,1
257,Male,54,Greater than 45,Caucasian,0,M,Burglary,0,0,4,Low,1,0,1,0,0
2098,Female,53,Greater than 45,African-American,2,F,Burglary,0,0,2,Low,0,0,0,1,1
6665,Male,20,Less than 25,Caucasian,1,F,Possession of Cannabis,0,0,3,Low,0,0,1,0,1
177,Male,35,25 - 45,African-American,0,F,Possession of Cannabis,2,0,6,Medium,1,0,1,1,1
358,Male,24,Less than 25,Hispanic,2,F,Possession of Cannabis,1,0,7,Medium,1,0,1,0,1
749,Female,38,25 - 45,Caucasian,0,F,Battery,0,0,4,Low,0,0,0,0,1
1545,Male,29,25 - 45,African-American,1,M,Burglary,0,0,6,Medium,0,0,1,1,0
6070,Male,39,25 - 45,Other,2,F,Battery,0,0,1,Low,0,0,1,0,1
5422,Female,41,25 - 45,African-American,0,M,Possession of Cannabis,0,0,5,Medium,0,0,0,1,0
1706,Male,25,25 - 45,African-American,2,F,Battery,0,0,10,High,0,1,1,1,1
1333,Male,46,Greater than 45,Other,7,F,Theft,2,0,5,Medium,0,0,1,0,1
789,Male,33,25 - 45,African-American,1,M,Burglary,0,0,5,Medium,0,0,1,1,0
6769,Male,18,Less than 25,Caucasian,0,F,Battery,0,0,2,Low,1,0,1,0,1
6578,Male,27,25 - 45,Caucasian,2,M,Theft,0,0,2,Low,0,0,1,0,0
6090,Male,41,25 - 45,Caucasian,1,F,Battery,0,0,1,Low,0,0,1,0,1
2122,Male,35,25 - 45,Caucasian,2,F,Burglary,0,0,6,Medium,0,0,1,0,1
1485,Male,32,25 - 45,African-American,0,M,Assault,0,0,2,Low,0,0,1,1,0
24,Male,32,25 - 45,Caucasian,0,M,Theft,0,0,2,Low,1,0,1,0,0
137,Male,21,Less than 25,Caucasian,7,F,Theft,0,0,6,Medium,1,0,1,0,1
1110,Female,49,Greater than 45,African-American,2,M,Drug Possession,0,1,5,Medium,0,0,0,1,0
1543,Male,36,25 - 45,African-American,0,F,Burglary,0,0,1,Low,0,0,1,1,1
6809,Male,33,25 - 45,Other,3,M,Possession of Cannabis,0,0,3,Low,0,0,1,0,0
3079,Male,28,25 - 45,Caucasian,1,M,Possession of Cannabis,0,0,1,Low,0,0,1,0,0
3014,Male,18,Less than 25,Caucasian,1,F,Drug Possession,0,0,9,High,1,1,1,0,1
1413,Male,20,Less than 25,Caucasian,0,M,Drug Possession,0,0,5,Medium,0,0,1,0,0
2965,Male,39,25 - 45,Caucasian,0,F,Theft,0,0,4,Low,0,0,1,0,1
571,Male,31,25 - 45,Caucasian,0,M,Battery,0,0,1,Low,1,0,1,0,0
4782,Male,39,25 - 45,African-American,1,F,Theft,0,0,7,Medium,1,0,1,1,1
1109,Male,24,Less than 25,Asian,0,M,Theft,0,0,6,Medium,0,0,1,0,0
4806,Male,26,25 - 45,Hispanic,1,M,Battery,0,0,9,High,1,1,1,0,0
271,Female,53,Greater than 45,Caucasian,2,F,Possession of Cannabis,0,0,7,Medium,0,0,0,0,1
3484,Male,53,Greater than 45,Caucasian,1,M,Fraud,0,0,1,Low,0,0,1,0,0
5552,Male,37,25 - 45,Caucasian,2,M,Burglary,0,0,6,Medium,0,0,1,0,0
6772,Male,18,Less than 25,Caucasian,2,F,Theft,0,3,5,Medium,0,0,1,0,1
198,Male,18,Less than 25,Caucasian,0,F,Theft,0,0,5,Medium,1,0,1,0,1
3219,Male,26,25 - 45,Caucasian,0,M,DUI,3,0,3,Low,1,0,1,0,0
3450,Female,42,25 - 45,African-American,2,M,Assault,0,0,8,High,1,1,0,1,0
3326,Male,31,25 - 45,Hispanic,5,F,Assault,0,0,5,Medium,0,0,1,0,1
2983,Male,42,25 - 45,African-American,0,M,Theft,0,0,6,Medium,0,0,1,1,0
4225,Male,45,Greater than 45,Caucasian,2,M,Battery,0,0,4,Low,0,0,1,0,0
6969,Female,32,25 - 45,Caucasian,2,F,Burglary,0,0,4,Low,1,0,0,0,1
225,Male,49,Greater than 45,African-American,1,F,Drug Possession,0,0,5,Medium,1,0,1,1,1
4586,Male,37,25 - 45,Hispanic,1,F,Assault,0,0,2,Low,0,0,1,0,1
6784,Male,36,25 - 45,African-American,1,F,Burglary,0,0,9,High,1,1,1,1,1
725,Male,39,25 - 45,African-American,3,M,Burglary,0,0,4,Low,0,0,1,1,0
5049,Male,47,Greater than 45,Caucasian,5,F,Drug Possession,0,3,2,Low,1,0,1,0,1
4654,Male,24,Less than 25,Caucasian,1,F,Burglary,0,0,5,Medium,1,0,1,0,1
3945,Male,48,Greater than 45,Other,0,F,Burglary,0,0,1,Low,0,0,1,0,1
3686,Male,41,25 - 45,African-American,3,M,Robbery,0,3,8,High,1,1,1,1,0
6782,Male,20,Less than 25,African-American,2,M,Burglary,0,0,6,Medium,1,0,1,1,0
2267,Male,33,25 - 45,African-American,5,M,Possession of Cannabis,0,0,1,Low,0,0,1,1,0
2678,Male,29,25 - 45,African-American,5,F,Burglary,0,0,4,Low,0,0,1,1,1
463,Male,47,Greater than 45,Caucasian,0,F,Battery,0,0,8,High,1,1,1,0,1
4900,Female,23,Less than 25,Caucasian,0,M,Assault,0,0,8,High,1,1,0,0,0
897,Male,36,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,5,Medium,0,0,1,0,1
2090,Female,29,25 - 45,African-American,2,F,Theft,0,0,10,High,1,1,0,1,1
2879,Male,19,Less than 25,African-American,1,F,Possession of Cannabis,0,0,9,High,1,1,1,1,1
5913,Female,24,Less than 25,Caucasian,0,M,Assault,0,0,3,Low,0,0,0,0,0
1016,Male,41,25 - 45,African-American,0,F,Burglary,0,0,6,Medium,0,0,1,1,1
4606,Male,21,Less than 25,Caucasian,1,F,Battery,0,0,3,Low,1,0,1,0,1
1126,Male,45,Greater than 45,African-American,1,F,Burglary,0,0,2,Low,0,0,1,1,1
5088,Male,22,Less than 25,African-American,3,F,Theft,0,0,9,High,1,1,1,1,1
2857,Male,24,Less than 25,Caucasian,1,F,Possession of Cannabis,0,0,6,Medium,0,0,1,0,1
5137,Male,44,25 - 45,African-American,1,M,Robbery,0,0,3,Low,0,0,1,1,0
3481,Male,30,25 - 45,African-American,0,F,Theft,0,0,9,High,1,1,1,1,1
610,Male,34,25 - 45,Caucasian,1,F,Drug Possession,0,0,7,Medium,1,0,1,0,1
5114,Male,20,Less than 25,African-American,0,F,Fraud,0,0,10,High,1,1,1,1,1
2102,Male,20,Less than 25,Caucasian,1,F,DUI,0,0,5,Medium,1,0,1,0,1
4526,Female,31,25 - 45,African-American,3,F,Robbery,0,0,7,Medium,1,0,0,1,1
1653,Male,18,Less than 25,African-American,0,M,Battery,0,0,7,Medium,0,0,1,1,0
4865,Female,21,Less than 25,African-American,3,M,Burglary,0,0,2,Low,0,0,0,1,0
4035,Male,22,Less than 25,Caucasian,1,F,DUI,0,0,6,Medium,1,0,1,0,1
5651,Female,47,Greater than 45,Hispanic,0,F,DUI,0,0,5,Medium,0,0,0,0,1
3769,Male,43,25 - 45,Caucasian,1,M,Theft,0,0,4,Low,0,0,1,0,0
3658,Male,33,25 - 45,Hispanic,2,M,Battery,0,0,3,Low,0,0,1,0,0
5358,Male,30,25 - 45,Caucasian,2,M,Drug Possession,0,0,4,Low,0,0,1,0,0
3996,Male,22,Less than 25,African-American,6,M,Assault,0,0,10,High,1,1,1,1,0
5013,Male,29,25 - 45,Caucasian,0,F,Assault,0,0,6,Medium,0,0,1,0,1
6058,Male,20,Less than 25,African-American,2,M,Battery,0,0,8,High,0,1,1,1,0
5610,Male,41,25 - 45,African-American,0,F,Possession of Cannabis,0,0,9,High,0,1,1,1,1
2307,Male,24,Less than 25,Caucasian,4,F,Burglary,0,0,2,Low,1,0,1,0,1
3052,Male,25,25 - 45,Other,0,F,Battery,0,0,4,Low,1,0,1,0,1
5216,Female,18,Less than 25,African-American,0,F,Theft,0,0,3,Low,0,0,0,1,1
7205,Male,49,Greater than 45,African-American,4,F,Assault,0,0,6,Medium,0,0,1,1,1
1952,Male,45,Greater than 45,Caucasian,2,M,Assault,0,0,5,Medium,0,0,1,0,0
3142,Male,31,25 - 45,African-American,0,F,Battery,0,0,5,Medium,0,0,1,1,1
2764,Male,18,Less than 25,Asian,6,F,Assault,0,0,7,Medium,1,0,1,0,1
7042,Female,47,Greater than 45,African-American,0,M,Assault,0,0,3,Low,0,0,0,1,0
4004,Male,43,25 - 45,African-American,5,M,DUI,0,0,5,Medium,1,0,1,1,0
2650,Male,18,Less than 25,Caucasian,0,M,Battery,0,0,2,Low,0,0,1,0,0
6765,Male,33,25 - 45,African-American,0,F,Battery,0,1,7,Medium,0,0,1,1,1
4265,Male,54,Greater than 45,Caucasian,4,F,Assault,0,0,4,Low,1,0,1,0,1
262,Male,35,25 - 45,African-American,2,F,Theft,0,0,7,Medium,0,0,1,1,1
3817,Male,43,25 - 45,African-American,0,F,Assault,0,0,7,Medium,0,0,1,1,1
5638,Male,38,25 - 45,Caucasian,0,F,Battery,0,0,4,Low,0,0,1,0,1
5538,Female,24,Less than 25,Hispanic,2,F,Burglary,0,0,6,Medium,0,0,0,0,1
1108,Male,40,25 - 45,Caucasian,2,M,Drug Possession,0,0,4,Low,1,0,1,0,0
2279,Male,26,25 - 45,Caucasian,0,M,Drug Possession,0,0,5,Medium,0,0,1,0,0
2531,Male,35,25 - 45,African-American,8,F,Theft,0,0,8,High,1,1,1,1,1
2422,Male,41,25 - 45,African-American,1,F,Theft,0,0,8,High,0,1,1,1,1
877,Male,33,25 - 45,African-American,1,F,Battery,0,0,8,High,0,1,1,1,1
4614,Male,42,25 - 45,Caucasian,2,M,Theft,0,0,3,Low,1,0,1,0,0
6095,Male,48,Greater than 45,Other,1,M,Possession of Cannabis,0,0,8,High,0,1,1,0,0
1496,Male,52,Greater than 45,Caucasian,0,F,Drug Possession,0,0,8,High,0,1,1,0,1
797,Female,34,25 - 45,Caucasian,0,M,Possession of Cannabis,0,0,5,Medium,1,0,0,0,0
6841,Male,18,Less than 25,Caucasian,2,M,Battery,0,0,6,Medium,0,0,1,0,0
4276,Male,18,Less than 25,African-American,0,F,Battery,0,0,6,Medium,1,0,1,1,1
2401,Male,51,Greater than 45,Other,0,F,Burglary,0,0,10,High,0,1,1,0,1
3976,Male,50,Greater than 45,African-American,0,F,DUI,0,0,4,Low,1,0,1,1,1
1388,Male,35,25 - 45,African-American,0,F,Assault,0,0,6,Medium,0,0,1,1,1
5476,Male,30,25 - 45,Hispanic,1,M,Possession of Cannabis,0,0,5,Medium,1,0,1,0,0
4734,Male,37,25 - 45,African-American,0,M,Possession of Cannabis,0,2,6,Medium,1,0,1,1,0
3360,Male,51,Greater than 45,Hispanic,4,M,Assault,0,0,5,Medium,0,0,1,0,0
2633,Male,42,25 - 45,Caucasian,0,M,Battery,0,0,3,Low,1,0,1,0,0
4698,Male,49,Greater than 45,Caucasian,0,F,DUI,4,0,6,Medium,1,0,1,0,1
5591,Female,43,25 - 45,African-American,0,F,Theft,0,0,5,Medium,0,0,0,1,1
676,Male,36,25 - 45,African-American,0,F,Theft,0,0,8,High,1,1,1,1,1
3696,Female,29,25 - 45,African-American,3,M,Drug Possession,4,0,7,Medium,1,0,0,1,0
3884,Male,19,Less than 25,Other,1,M,Burglary,0,0,2,Low,1,0,1,0,0
1129,Male,42,25 - 45,Caucasian,0,F,Fraud,0,0,5,Medium,1,0,1,0,1
915,Male,36,25 - 45,African-American,0,F,Possession of Cannabis,0,0,8,High,1,1,1,1,1
1032,Male,25,25 - 45,Caucasian,0,M,Drug Possession,0,0,4,Low,0,0,1,0,0
1207,Male,27,25 - 45,Hispanic,0,F,Burglary,0,0,1,Low,0,0,1,0,1
546,Female,32,25 - 45,Caucasian,1,M,Theft,0,0,4,Low,1,0,0,0,0
4874,Male,59,Greater than 45,Caucasian,0,F,Battery,0,0,1,Low,0,0,1,0,1
2780,Male,42,25 - 45,Caucasian,0,F,Battery,0,3,6,Medium,0,0,1,0,1
7188,Female,38,25 - 45,African-American,3,F,Assault,0,0,5,Medium,1,0,0,1,1
1069,Female,29,25 - 45,Caucasian,0,F,Battery,0,0,3,Low,1,0,0,0,1
1099,Female,24,Less than 25,African-American,4,M,Battery,0,0,7,Medium,1,0,0,1,0
1461,Male,18,Less than 25,African-American,1,F,Drug Possession,0,0,7,Medium,1,0,1,1,1
1652,Male,18,Less than 25,African-American,6,M,Drug Possession,0,1,7,Medium,0,0,1,1,0
3612,Male,38,25 - 45,African-American,0,M,Burglary,0,0,10,High,1,1,1,1,0
1115,Male,35,25 - 45,Caucasian,0,F,Theft,0,0,4,Low,0,0,1,0,1
5640,Male,43,25 - 45,Caucasian,0,M,Assault,0,0,2,Low,0,0,1,0,0
2276,Female,23,Less than 25,African-American,1,M,Battery,0,0,6,Medium,1,0,0,1,0
3815,Male,29,25 - 45,African-American,0,M,Possession of Cannabis,0,0,8,High,1,1,1,1,0
6312,Male,31,25 - 45,Caucasian,1,F,Drug Possession,0,0,2,Low,0,0,1,0,1
4976,Female,47,Greater than 45,African-American,0,F,Burglary,0,0,6,Medium,1,0,0,1,1
3416,Male,35,25 - 45,African-American,0,F,Battery,0,0,6,Medium,0,0,1,1,1
5864,Male,26,25 - 45,Caucasian,0,F,Theft,0,0,1,Low,0,0,1,0,1
3859,Male,29,25 - 45,Hispanic,1,M,Possession of Cannabis,0,0,5,Medium,0,0,1,0,0
4073,Female,29,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,3,Low,1,0,0,0,1
5198,Male,36,25 - 45,African-American,2,M,Theft,0,0,7,Medium,0,0,1,1,0
5155,Male,39,25 - 45,Hispanic,0,F,Theft,0,0,4,Low,1,0,1,0,1
2293,Male,21,Less than 25,Caucasian,1,F,Robbery,0,0,2,Low,1,0,1,0,1
713,Male,38,25 - 45,African-American,2,M,Possession of Cannabis,0,0,8,High,1,1,1,1,0
1697,Male,27,25 - 45,Other,0,F,Possession of Cannabis,0,0,1,Low,1,0,1,0,1
1366,Male,30,25 - 45,African-American,3,M,Battery,0,0,3,Low,1,0,1,1,0
3821,Male,28,25 - 45,Caucasian,2,F,Battery,0,0,1,Low,1,0,1,0,1
3171,Male,39,25 - 45,Hispanic,0,F,Battery,0,0,4,Low,1,0,1,0,1
120,Male,29,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,2,Low,0,0,1,0,1
6347,Male,45,Greater than 45,Caucasian,0,M,Possession of Cannabis,0,0,2,Low,1,0,1,0,0
1089,Male,50,Greater than 45,Caucasian,1,F,Theft,0,0,9,High,1,1,1,0,1
608,Male,18,Less than 25,African-American,2,M,Theft,0,0,7,Medium,0,0,1,1,0
2568,Female,40,25 - 45,African-American,0,M,Battery,0,0,7,Medium,1,0,0,1,0
3611,Male,19,Less than 25,Caucasian,1,F,Battery,0,3,6,Medium,0,0,1,0,1
709,Male,35,25 - 45,African-American,0,F,Assault,0,0,5,Medium,0,0,1,1,1
1046,Male,24,Less than 25,Other,3,F,Battery,0,0,4,Low,0,0,1,0,1
3717,Male,27,25 - 45,Caucasian,0,M,Drug Possession,0,0,5,Medium,1,0,1,0,0
2924,Male,30,25 - 45,Other,1,F,Assault,0,0,7,Medium,0,0,1,0,1
3062,Male,24,Less than 25,African-American,1,F,DUI,0,0,3,Low,1,0,1,1,1
6788,Male,54,Greater than 45,African-American,1,F,Battery,0,1,5,Medium,0,0,1,1,1
6789,Male,34,25 - 45,Caucasian,0,F,Fraud,0,0,7,Medium,1,0,1,0,1
6344,Male,46,Greater than 45,Hispanic,0,F,Assault,0,0,1,Low,1,0,1,0,1
4209,Male,26,25 - 45,African-American,0,F,Burglary,0,0,3,Low,0,0,1,1,1
1980,Female,34,25 - 45,Caucasian,1,M,Burglary,0,0,3,Low,1,0,0,0,0
6540,Female,42,25 - 45,African-American,1,M,Possession of Cannabis,0,1,4,Low,1,0,0,1,0
1590,Male,50,Greater than 45,African-American,3,F,Possession of Cannabis,0,0,3,Low,1,0,1,1,1
387,Male,51,Greater than 45,African-American,7,F,Burglary,0,0,6,Medium,1,0,1,1,1
4644,Male,37,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,6,Medium,1,0,1,0,1
2110,Male,40,25 - 45,African-American,2,F,Robbery,2,0,8,High,0,1,1,1,1
5125,Male,18,Less than 25,African-American,4,M,Battery,0,1,8,High,1,1,1,1,0
3354,Male,47,Greater than 45,African-American,0,F,Battery,0,0,5,Medium,1,0,1,1,1
3098,Male,19,Less than 25,Hispanic,0,M,DUI,0,0,5,Medium,1,0,1,0,0
1768,Male,41,25 - 45,Hispanic,2,F,Theft,0,0,5,Medium,0,0,1,0,1
5751,Male,18,Less than 25,Hispanic,0,F,Battery,0,0,5,Medium,0,0,1,0,1
4738,Male,28,25 - 45,Asian,0,M,Battery,0,0,1,Low,1,0,1,0,0
291,Male,40,25 - 45,African-American,1,M,Battery,0,0,7,Medium,0,0,1,1,0
937,Male,35,25 - 45,African-American,1,F,Battery,0,0,2,Low,1,0,1,1,1
5788,Male,18,Less than 25,African-American,1,F,Drug Possession,0,0,8,High,0,1,1,1,1
2283,Male,33,25 - 45,Caucasian,0,F,Battery,0,0,5,Medium,0,0,1,0,1
1723,Male,35,25 - 45,African-American,6,F,Battery,0,0,6,Medium,0,0,1,1,1
3660,Male,37,25 - 45,African-American,0,F,Theft,2,0,7,Medium,0,0,1,1,1
4136,Male,21,Less than 25,African-American,7,F,Battery,0,0,10,High,1,1,1,1,1
3973,Male,27,25 - 45,African-American,0,F,Burglary,0,0,3,Low,0,0,1,1,1
827,Female,18,Less than 25,Other,1,F,Robbery,0,0,3,Low,0,0,0,0,1
5424,Male,43,25 - 45,African-American,3,F,Burglary,0,0,4,Low,0,0,1,1,1
967,Male,24,Less than 25,African-American,1,M,Possession of Cannabis,0,0,6,Medium,1,0,1,1,0
2709,Male,36,25 - 45,African-American,1,F,Battery,0,0,5,Medium,1,0,1,1,1
1047,Female,26,25 - 45,Hispanic,1,F,Battery,0,0,1,Low,1,0,0,0,1
4070,Male,31,25 - 45,Caucasian,5,M,Theft,3,0,5,Medium,1,0,1,0,0
3753,Male,34,25 - 45,Caucasian,4,F,Possession of Cannabis,0,0,5,Medium,1,0,1,0,1
4375,Male,23,Less than 25,African-American,2,F,Burglary,0,0,6,Medium,0,0,1,1,1
6374,Male,45,Greater than 45,Hispanic,0,M,Battery,0,0,10,High,1,1,1,0,0
618,Male,21,Less than 25,African-American,0,M,Assault,0,0,4,Low,1,0,1,1,0
4725,Male,27,25 - 45,African-American,0,F,Possession of Cannabis,0,0,6,Medium,1,0,1,1,1
1355,Male,33,25 - 45,Caucasian,3,F,Possession of Cannabis,0,0,2,Low,1,0,1,0,1
497,Male,52,Greater than 45,Caucasian,8,F,Drug Possession,0,0,5,Medium,0,0,1,0,1
1831,Male,36,25 - 45,Caucasian,3,F,Battery,0,0,5,Medium,1,0,1,0,1
2305,Male,23,Less than 25,African-American,4,F,Possession of Cannabis,0,1,4,Low,1,0,1,1,1
4639,Male,42,25 - 45,Caucasian,0,M,Battery,0,0,6,Medium,0,0,1,0,0
1243,Male,35,25 - 45,African-American,4,F,Possession of Cannabis,0,0,8,High,0,1,1,1,1
1228,Male,21,Less than 25,Caucasian,0,F,Assault,0,0,6,Medium,1,0,1,0,1
4630,Male,32,25 - 45,Caucasian,0,M,Battery,0,0,3,Low,1,0,1,0,0
3602,Male,18,Less than 25,African-American,4,M,Theft,0,0,7,Medium,1,0,1,1,0
6518,Male,40,25 - 45,African-American,2,F,Drug Possession,0,0,7,Medium,1,0,1,1,1
1226,Male,36,25 - 45,African-American,5,F,Possession of Cannabis,0,0,5,Medium,1,0,1,1,1
6396,Female,30,25 - 45,Caucasian,1,M,Possession of Cannabis,0,0,1,Low,0,0,0,0,0
6073,Female,25,25 - 45,Caucasian,2,M,Burglary,0,0,2,Low,0,0,0,0,0
2363,Male,49,Greater than 45,African-American,1,F,Possession of Cannabis,0,0,4,Low,0,0,1,1,1
5186,Male,20,Less than 25,African-American,1,F,Battery,0,0,8,High,0,1,1,1,1
3729,Female,30,25 - 45,Caucasian,0,F,DUI,0,0,4,Low,0,0,0,0,1
3440,Male,28,25 - 45,African-American,0,F,Battery,0,0,8,High,1,1,1,1,1
2546,Female,38,25 - 45,African-American,1,M,Theft,0,0,8,High,0,1,0,1,0
723,Male,41,25 - 45,African-American,3,M,Possession of Cannabis,0,2,5,Medium,0,0,1,1,0
2626,Female,28,25 - 45,African-American,1,M,Theft,0,0,7,Medium,1,0,0,1,0
1229,Male,46,Greater than 45,African-American,2,F,Possession of Cannabis,1,0,6,Medium,0,0,1,1,1
5749,Male,34,25 - 45,African-American,0,F,Possession of Cannabis,0,0,5,Medium,1,0,1,1,1
307,Male,37,25 - 45,African-American,0,M,DUI,0,0,9,High,1,1,1,1,0
2428,Male,33,25 - 45,Hispanic,1,F,Burglary,0,0,5,Medium,0,0,1,0,1
2973,Female,38,25 - 45,African-American,3,M,Battery,0,0,8,High,0,1,0,1,0
2310,Male,28,25 - 45,African-American,3,M,Theft,0,0,1,Low,1,0,1,1,0
1244,Male,22,Less than 25,African-American,3,M,Battery,0,3,10,High,1,1,1,1,0
4532,Male,34,25 - 45,African-American,0,F,Battery,0,0,7,Medium,0,0,1,1,1
4950,Male,44,25 - 45,Caucasian,0,M,Possession of Cannabis,0,0,1,Low,1,0,1,0,0
328,Male,34,25 - 45,African-American,3,F,Theft,0,0,7,Medium,0,0,1,1,1
444,Male,27,25 - 45,Caucasian,0,M,Possession of Cannabis,0,0,7,Medium,1,0,1,0,0
1771,Male,51,Greater than 45,African-American,5,F,Theft,0,0,10,High,1,1,1,1,1
6745,Male,29,25 - 45,African-American,3,M,Burglary,0,0,4,Low,1,0,1,1,0
2962,Female,27,25 - 45,Caucasian,3,F,Battery,0,0,5,Medium,1,0,0,0,1
6410,Male,43,25 - 45,Caucasian,2,F,Theft,0,0,4,Low,0,0,1,0,1
1897,Male,35,25 - 45,Hispanic,1,M,Burglary,0,0,8,High,0,1,1,0,0
1116,Male,20,Less than 25,Caucasian,2,M,DUI,0,0,10,High,1,1,1,0,0
5875,Female,38,25 - 45,Hispanic,0,F,Drug Possession,0,0,2,Low,0,0,0,0,1
6683,Female,35,25 - 45,African-American,3,F,Battery,0,0,2,Low,0,0,0,1,1
4600,Male,18,Less than 25,African-American,1,F,Assault,0,0,8,High,1,1,1,1,1
6629,Male,24,Less than 25,Hispanic,0,M,Drug Possession,0,0,7,Medium,0,0,1,0,0
1138,Male,32,25 - 45,Caucasian,0,F,Drug Possession,3,0,3,Low,1,0,1,0,1
2154,Male,46,Greater than 45,African-American,0,F,Assault,0,0,3,Low,1,0,1,1,1
1142,Female,18,Less than 25,African-American,0,M,Battery,0,0,7,Medium,1,0,0,1,0
1776,Male,34,25 - 45,Caucasian,1,F,Theft,0,0,6,Medium,1,0,1,0,1
6181,Male,39,25 - 45,African-American,2,F,Assault,0,0,7,Medium,1,0,1,1,1
2952,Male,36,25 - 45,Hispanic,1,F,Battery,0,0,5,Medium,0,0,1,0,1
828,Male,49,Greater than 45,Caucasian,0,F,Battery,0,0,5,Medium,0,0,1,0,1
5440,Male,29,25 - 45,African-American,0,F,Theft,0,0,4,Low,1,0,1,1,1
6182,Male,35,25 - 45,African-American,0,M,Burglary,0,0,4,Low,1,0,1,1,0
4536,Male,26,25 - 45,African-American,10,M,DUI,0,0,4,Low,0,0,1,1,0
1516,Male,34,25 - 45,African-American,1,F,Possession of Cannabis,0,0,6,Medium,0,0,1,1,1
2782,Male,18,Less than 25,Caucasian,0,M,Fraud,0,0,4,Low,0,0,1,0,0
589,Male,18,Less than 25,Caucasian,0,M,Theft,0,1,7,Medium,1,0,1,0,0
3865,Male,20,Less than 25,African-American,1,M,Drug Possession,0,0,9,High,0,1,1,1,0
969,Male,38,25 - 45,African-American,1,M,Battery,0,0,6,Medium,1,0,1,1,0
2135,Male,31,25 - 45,African-American,0,M,Battery,0,0,3,Low,0,0,1,1,0
5228,Male,43,25 - 45,African-American,2,F,Possession of Cannabis,0,0,4,Low,1,0,1,1,1
566,Female,24,Less than 25,Caucasian,3,F,Burglary,0,0,8,High,1,1,0,0,1
4567,Male,39,25 - 45,Caucasian,4,F,Assault,0,0,7,Medium,1,0,1,0,1
5363,Male,25,25 - 45,African-American,0,F,Drug Possession,0,0,10,High,1,1,1,1,1
6230,Female,18,Less than 25,African-American,2,F,Drug Possession,0,0,10,High,1,1,0,1,1
2435,Male,39,25 - 45,African-American,0,M,Theft,1,3,9,High,0,1,1,1,0
2369,Male,21,Less than 25,Caucasian,1,M,Drug Possession,0,0,4,Low,0,0,1,0,0
1491,Male,18,Less than 25,Hispanic,1,F,Assault,0,0,7,Medium,0,0,1,0,1
5613,Male,39,25 - 45,Caucasian,0,M,Burglary,0,0,1,Low,0,0,1,0,0
5851,Male,30,25 - 45,Caucasian,0,M,Possession of Cannabis,0,0,4,Low,0,0,1,0,0
2916,Male,46,Greater than 45,African-American,1,F,Drug Possession,0,0,6,Medium,1,0,1,1,1
6936,Male,27,25 - 45,African-American,5,F,Battery,0,0,7,Medium,1,0,1,1,1
1009,Male,18,Less than 25,Caucasian,0,F,Battery,0,0,6,Medium,1,0,1,0,1
5560,Male,38,25 - 45,Hispanic,2,M,Theft,0,0,1,Low,0,0,1,0,0
1793,Female,38,25 - 45,African-American,1,M,Theft,0,0,3,Low,1,0,0,1,0
1092,Male,32,25 - 45,African-American,0,F,Possession of Cannabis,0,0,1,Low,0,0,1,1,1
29,Female,43,25 - 45,African-American,5,M,Robbery,0,0,10,High,0,1,0,1,0
3385,Male,19,Less than 25,African-American,2,M,Burglary,0,0,7,Medium,0,0,1,1,0
6783,Male,47,Greater than 45,Caucasian,2,F,Burglary,0,0,3,Low,0,0,1,0,1
5207,Male,40,25 - 45,African-American,1,M,Possession of Cannabis,0,0,8,High,0,1,1,1,0
679,Male,35,25 - 45,Other,1,F,Battery,0,0,5,Medium,0,0,1,0,1
5680,Female,23,Less than 25,Caucasian,0,M,DUI,0,0,6,Medium,1,0,0,0,0
2974,Male,39,25 - 45,African-American,3,F,Burglary,0,1,4,Low,0,0,1,1,1
1909,Female,47,Greater than 45,Hispanic,0,F,Possession of Cannabis,0,0,3,Low,1,0,0,0,1
