age,education,education_num,occupation,marital_status,hours_per_week,race,sex,capital_gain_log,capital_loss_log,sex_binary,race_group,income_binary,income,is_married,workclass
24,Prof-school,15,Prof-specialty,Married-civ-spouse,56,White,Male,0.0,0.0,1,White,1,>50K,1,State-gov
35,Some-college,10,Exec-managerial,Divorced,37,White,Male,0.0,0.0,1,White,0,<=50K,0,Local-gov
40,Bachelors,13,Exec-managerial,Divorced,26,White,Male,11.210034995565763,0.0,1,White,0,<=50K,0,Self-emp-not-inc
63,Bachelors,13,Other-service,Married-civ-spouse,49,White,Female,0.0,7.517520850603031,0,White,0,<=50K,1,Private
40,HS-grad,9,Exec-managerial,Married-civ-spouse,59,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Private
27,Some-college,10,Tech-support,Married-civ-spouse,55,White,Female,0.0,0.0,0,White,1,>50K,1,State-gov
55,Some-college,10,Farming-fishing,Married-civ-spouse,59,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
43,9th,5,Prof-specialty,Divorced,38,White,Female,0.0,0.0,0,White,0,<=50K,0,State-gov
62,Bachelors,13,Farming-fishing,Married-civ-spouse,25,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
37,Bachelors,13,Adm-clerical,Married-civ-spouse,50,White,Male,0.0,0.0,1,White,1,>50K,1,Private
24,HS-grad,9,Other-service,Married-civ-spouse,51,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
56,Assoc-voc,11,Handlers-cleaners,Married-civ-spouse,49,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
50,HS-grad,9,Other-service,Never-married,30,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
29,HS-grad,9,Other-service,Married-civ-spouse,24,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
36,Some-college,10,Prof-specialty,Married-civ-spouse,49,White,Male,0.0,0.0,1,White,1,>50K,1,Self-emp-not-inc
46,Assoc-voc,11,Sales,Married-civ-spouse,39,White,Male,0.0,0.0,1,White,1,>50K,1,Private
49,11th,7,Transport-moving,Never-married,33,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
49,7th-8th,4,Adm-clerical,Married-civ-spouse,51,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
26,HS-grad,9,Adm-clerical,Married-civ-spouse,27,White,Female,0.0,0.0,0,White,1,>50K,1,Private
51,Assoc-acdm,12,Adm-clerical,Married-civ-spouse,43,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
29,Assoc-voc,11,Adm-clerical,Widowed,36,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
28,Assoc-acdm,12,Tech-support,Married-civ-spouse,41,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
34,Some-college,10,Machine-op-inspct,Married-civ-spouse,39,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
27,7th-8th,4,Prof-specialty,Married-civ-spouse,50,White,Female,10.739738910064524,0.0,0,White,0,<=50K,1,Private
38,Assoc-acdm,12,Other-service,Never-married,35,White,Female,0.0,0.0,0,White,0,<=50K,0,Self-emp-not-inc
46,Assoc-voc,11,Tech-support,Married-civ-spouse,52,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
43,HS-grad,9,Exec-managerial,Married-civ-spouse,44,White,Male,0.0,0.0,1,White,1,>50K,1,State-gov
53,Bachelors,13,Craft-repair,Married-civ-spouse,45,White,Male,0.0,0.0,1,White,1,>50K,1,State-gov
40,Some-college,10,Machine-op-inspct,Married-civ-spouse,62,White,Male,0.0,0.0,1,White,1,>50K,1,Self-emp-not-inc
26,Bachelors,13,Exec-managerial,Never-married,49,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
45,Bachelors,13,Handlers-cleaners,Married-civ-spouse,54,White,Male,0.0,0.0,1,White,1,>50K,1,Private
53,HS-grad,9,Other-service,Married-civ-spouse,26,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
39,Some-college,10,Farming-fishing,Married-civ-spouse,38,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
25,Some-college,10,Prof-specialty,Divorced,68,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
19,Prof-school,15,Adm-clerical,Married-civ-spouse,49,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
56,HS-grad,9,Exec-managerial,Never-married,23,White,Male,0.0,0.0,1,White,1,>50K,0,Private
59,Bachelors,13,Prof-specialty,Divorced,43,White,Female,0.0,0.0,0,White,1,>50K,0,Private
42,HS-grad,9,Prof-specialty,Widowed,20,White,Male,0.0,0.0,1,White,1,>50K,0,Federal-gov
38,HS-grad,9,Farming-fishing,Never-married,50,White,Male,0.0,0.0,1,White,1,>50K,0,Private
45,Assoc-voc,11,Exec-managerial,Never-married,55,White,Male,0.0,0.0,1,White,1,>50K,0,Private
20,Some-college,10,Craft-repair,Married-civ-spouse,38,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
37,7th-8th,4,Adm-clerical,Married-civ-spouse,49,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
50,HS-grad,9,Tech-support,Never-married,42,White,Male,0.0,0.0,1,White,1,>50K,0,Private
57,HS-grad,9,Farming-fishing,Married-AF-spouse,26,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
37,Some-college,10,Adm-clerical,Never-married,19,White,Male,0.0,7.614312146452,1,White,0,<=50K,0,Private
59,Prof-school,15,Adm-clerical,Never-married,30,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-not-inc
44,Assoc-acdm,12,Sales,Never-married,36,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
22,Bachelors,13,Sales,Never-married,53,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
32,Bachelors,13,Prof-specialty,Married-civ-spouse,54,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
40,HS-grad,9,Exec-managerial,Widowed,62,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
36,Bachelors,13,Adm-clerical,Married-civ-spouse,28,White,Female,0.0,0.0,0,White,0,<=50K,1,Local-gov
61,HS-grad,9,Adm-clerical,Married-civ-spouse,27,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
18,Prof-school,15,Farming-fishing,Married-civ-spouse,49,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Self-emp-not-inc
66,Bachelors,13,Sales,Divorced,30,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
38,Assoc-acdm,12,Handlers-cleaners,Divorced,54,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
29,Some-college,10,Sales,Married-civ-spouse,36,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
53,Prof-school,15,Prof-specialty,Never-married,25,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
45,HS-grad,9,Machine-op-inspct,Never-married,17,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
35,Assoc-voc,11,Handlers-cleaners,Widowed,47,White,Male,0.0,0.0,1,White,1,>50K,0,Private
39,11th,7,Adm-clerical,Married-spouse-absent,29,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
45,Bachelors,13,Prof-specialty,Married-civ-spouse,39,White,Male,0.0,0.0,1,White,1,>50K,1,Private
44,HS-grad,9,Adm-clerical,Divorced,30,Black,Female,9.965287953441576,0.0,0,Non-White,0,<=50K,0,Private
18,Some-college,10,Adm-clerical,Married-civ-spouse,52,White,Female,0.0,0.0,0,White,1,>50K,1,Private
30,HS-grad,9,Prof-specialty,Divorced,27,White,Female,0.0,0.0,0,White,1,>50K,0,Private
45,HS-grad,9,Craft-repair,Married-civ-spouse,27,White,Male,11.50832489857466,0.0,1,White,1,>50K,1,Private
40,11th,7,Exec-managerial,Married-civ-spouse,49,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
25,Bachelors,13,Exec-managerial,Married-civ-spouse,24,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Self-emp-not-inc
32,HS-grad,9,Tech-support,Married-civ-spouse,53,White,Female,0.0,0.0,0,White,1,>50K,1,Private
18,Prof-school,15,Protective-serv,Married-civ-spouse,35,White,Male,0.0,0.0,1,White,1,>50K,1,Private
30,Some-college,10,Other-service,Divorced,54,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
37,11th,7,Craft-repair,Never-married,23,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Local-gov
37,Assoc-voc,11,Prof-specialty,Never-married,46,White,Male,11.002249829955362,0.0,1,White,1,>50K,0,Private
18,Some-college,10,Craft-repair,Never-married,61,White,Male,0.0,0.0,1,White,1,>50K,0,Local-gov
33,7th-8th,4,Exec-managerial,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
41,Bachelors,13,Exec-managerial,Never-married,48,White,Female,0.0,0.0,0,White,1,>50K,0,Private
51,Bachelors,13,Adm-clerical,Married-civ-spouse,22,White,Female,0.0,0.0,0,White,1,>50K,1,Private
32,Assoc-acdm,12,Craft-repair,Married-civ-spouse,39,White,Male,0.0,0.0,1,White,1,>50K,1,Private
18,Assoc-voc,11,Prof-specialty,Married-civ-spouse,25,White,Female,10.373022321884235,0.0,0,White,1,>50K,1,Private
60,Bachelors,13,Adm-clerical,Never-married,18,White,Male,0.0,0.0,1,White,1,>50K,0,Private
21,Some-college,10,Other-service,Never-married,29,White,Female,0.0,0.0,0,White,0,<=50K,0,Self-emp-not-inc
59,Bachelors,13,Prof-specialty,Married-civ-spouse,25,White,Male,0.0,0.0,1,White,1,>50K,1,Private
26,Prof-school,15,Sales,Married-civ-spouse,28,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
19,Some-college,10,Prof-specialty,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,0,<=50K,1,Never-worked
51,HS-grad,9,Sales,Never-married,42,White,Male,0.0,0.0,1,White,0,<=50K,0,Federal-gov
27,Some-college,10,Exec-managerial,Married-civ-spouse,32,Black,Male,11.476251107100849,0.0,1,Non-White,0,<=50K,1,Private
53,Assoc-acdm,12,Tech-support,Divorced,66,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
39,HS-grad,9,Prof-specialty,Never-married,55,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
22,Assoc-voc,11,Craft-repair,Never-married,51,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
39,Bachelors,13,Machine-op-inspct,Married-civ-spouse,28,White,Female,0.0,0.0,0,White,1,>50K,1,Private
55,Some-college,10,Craft-repair,Married-civ-spouse,29,White,Male,0.0,0.0,1,White,1,>50K,1,Private
26,11th,7,Other-service,Divorced,66,White,Male,0.0,0.0,1,White,1,>50K,0,Private
48,HS-grad,9,Sales,Married-civ-spouse,32,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
32,HS-grad,9,Handlers-cleaners,Never-married,51,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
30,HS-grad,9,Exec-managerial,Divorced,49,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-inc
25,Some-college,10,Sales,Never-married,34,White,Male,0.0,0.0,1,White,1,>50K,0,Private
34,11th,7,Prof-specialty,Never-married,23,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
33,Prof-school,15,Prof-specialty,Married-civ-spouse,53,White,Male,0.0,0.0,1,White,1,>50K,1,Private
34,Some-college,10,Adm-clerical,Married-civ-spouse,50,White,Female,0.0,0.0,0,White,0,<=50K,1,Local-gov
31,HS-grad,9,Adm-clerical,Married-civ-spouse,27,White,Male,0.0,0.0,1,White,1,>50K,1,Private
34,HS-grad,9,Adm-clerical,Married-civ-spouse,39,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
47,Bachelors,13,Craft-repair,Never-married,19,Amer-Indian-Eskimo,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
40,Some-college,10,Prof-specialty,Never-married,32,White,Male,0.0,0.0,1,White,1,>50K,0,Private
18,HS-grad,9,Prof-specialty,Never-married,17,White,Male,0.0,0.0,1,White,1,>50K,0,Private
40,Assoc-acdm,12,Craft-repair,Married-civ-spouse,31,White,Female,0.0,8.354674261918463,0,White,1,>50K,1,Private
35,Some-college,10,Exec-managerial,Married-civ-spouse,13,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
37,Some-college,10,Adm-clerical,Never-married,43,White,Male,0.0,0.0,1,White,1,>50K,0,Private
31,Some-college,10,Transport-moving,Never-married,27,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
32,11th,7,Other-service,Married-civ-spouse,24,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
39,Prof-school,15,Sales,Never-married,24,White,Male,10.46370316054352,0.0,1,White,1,>50K,0,Private
52,9th,5,Tech-support,Never-married,39,Amer-Indian-Eskimo,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
42,HS-grad,9,Craft-repair,Separated,34,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
39,Assoc-voc,11,Machine-op-inspct,Divorced,51,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
18,HS-grad,9,Other-service,Divorced,38,Black,Female,10.154635300259937,0.0,0,Non-White,0,<=50K,0,Private
39,HS-grad,9,Prof-specialty,Widowed,20,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
34,Some-college,10,Prof-specialty,Married-spouse-absent,50,White,Male,11.304239398744944,0.0,1,White,0,<=50K,0,State-gov
44,HS-grad,9,Sales,Divorced,50,White,Male,0.0,0.0,1,White,1,>50K,0,Private
32,Assoc-voc,11,Adm-clerical,Never-married,59,White,Male,0.0,0.0,1,White,1,>50K,0,Private
37,Some-college,10,Prof-specialty,Married-civ-spouse,27,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
19,HS-grad,9,Exec-managerial,Divorced,40,White,Male,0.0,0.0,1,White,1,>50K,0,Private
32,Some-college,10,Tech-support,Married-civ-spouse,29,White,Male,0.0,0.0,1,White,1,>50K,1,Private
32,HS-grad,9,Craft-repair,Married-civ-spouse,42,White,Male,0.0,0.0,1,White,1,>50K,1,Private
42,Some-college,10,Machine-op-inspct,Married-civ-spouse,45,White,Female,11.352592380066694,0.0,0,White,0,<=50K,1,Private
64,Some-college,10,Exec-managerial,Never-married,28,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
37,HS-grad,9,Prof-specialty,Married-civ-spouse,29,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Self-emp-inc
47,HS-grad,9,Tech-support,Married-civ-spouse,40,White,Male,10.961364648472154,0.0,1,White,1,>50K,1,Private
35,11th,7,Other-service,Never-married,29,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Local-gov
32,Bachelors,13,Other-service,Never-married,29,White,Female,7.344719054149673,0.0,0,White,0,<=50K,0,Private
40,Bachelors,13,Machine-op-inspct,Divorced,61,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
22,HS-grad,9,Other-service,Never-married,40,White,Female,0.0,0.0,0,White,1,>50K,0,Self-emp-not-inc
53,HS-grad,9,Prof-specialty,Married-civ-spouse,45,White,Male,0.0,0.0,1,White,1,>50K,1,Federal-gov
47,Some-college,10,Transport-moving,Married-civ-spouse,34,White,Male,0.0,0.0,1,White,1,>50K,1,Local-gov
18,Some-college,10,Machine-op-inspct,Never-married,52,White,Female,0.0,0.0,0,White,1,>50K,0,Private
42,HS-grad,9,Adm-clerical,Married-civ-spouse,49,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
38,Bachelors,13,Craft-repair,Married-civ-spouse,34,White,Male,0.0,0.0,1,White,1,>50K,1,Self-emp-not-inc
31,Some-college,10,Adm-clerical,Never-married,23,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
56,Some-college,10,Sales,Married-civ-spouse,40,White,Male,0.0,0.0,1,White,1,>50K,1,Private
28,Bachelors,13,Adm-clerical,Never-married,34,Black,Male,11.006191459107493,0.0,1,Non-White,1,>50K,0,Local-gov
46,Some-college,10,Farming-fishing,Married-civ-spouse,37,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
37,Some-college,10,Machine-op-inspct,Never-married,27,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-not-inc
19,Some-college,10,Exec-managerial,Married-civ-spouse,39,White,Male,0.0,0.0,1,White,1,>50K,1,Private
29,12th,8,Sales,Never-married,29,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-not-inc
28,11th,7,Machine-op-inspct,Never-married,45,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
49,Some-college,10,Handlers-cleaners,Married-civ-spouse,52,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
49,Bachelors,13,Prof-specialty,Never-married,41,White,Male,0.0,0.0,1,White,1,>50K,0,Private
67,HS-grad,9,Prof-specialty,Separated,34,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
23,Some-college,10,Machine-op-inspct,Married-civ-spouse,31,White,Female,9.951801412814678,0.0,0,White,1,>50K,1,Private
20,Bachelors,13,Sales,Widowed,48,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
23,HS-grad,9,Adm-clerical,Married-civ-spouse,33,White,Female,0.0,0.0,0,White,1,>50K,1,Private
20,Prof-school,15,Sales,Never-married,40,White,Male,0.0,0.0,1,White,1,>50K,0,Private
46,HS-grad,9,Exec-managerial,Married-civ-spouse,41,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
49,HS-grad,9,Tech-support,Never-married,34,White,Male,0.0,8.132118772955806,1,White,1,>50K,0,Private
53,HS-grad,9,Machine-op-inspct,Married-civ-spouse,27,White,Male,0.0,8.052296499538647,1,White,0,<=50K,1,Private
44,HS-grad,9,Farming-fishing,Divorced,43,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
18,HS-grad,9,Transport-moving,Married-civ-spouse,21,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
38,HS-grad,9,Other-service,Married-civ-spouse,32,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
37,Bachelors,13,Machine-op-inspct,Married-civ-spouse,26,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
37,Prof-school,15,Exec-managerial,Married-civ-spouse,41,Asian-Pac-Islander,Male,0.0,0.0,1,Non-White,1,>50K,1,Self-emp-not-inc
36,HS-grad,9,Other-service,Never-married,45,White,Male,0.0,0.0,1,White,1,>50K,0,Private
41,Some-college,10,Sales,Married-civ-spouse,31,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
18,Bachelors,13,Protective-serv,Married-civ-spouse,45,White,Female,0.0,0.0,0,White,0,<=50K,1,State-gov
18,11th,7,Machine-op-inspct,Married-civ-spouse,47,White,Male,0.0,0.0,1,White,1,>50K,1,Private
22,Bachelors,13,Adm-clerical,Never-married,50,White,Male,0.0,0.0,1,White,1,>50K,0,Federal-gov
42,Some-college,10,Sales,Married-spouse-absent,73,White,Male,11.413933515763278,0.0,1,White,0,<=50K,0,Private
38,Assoc-voc,11,Machine-op-inspct,Never-married,38,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
31,Assoc-acdm,12,Prof-specialty,Married-civ-spouse,48,White,Male,0.0,0.0,1,White,0,<=50K,1,Self-emp-not-inc
34,Bachelors,13,Transport-moving,Married-civ-spouse,21,White,Male,0.0,0.0,1,White,1,>50K,1,Private
31,Some-college,10,Adm-clerical,Married-spouse-absent,38,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
25,HS-grad,9,Craft-repair,Widowed,42,White,Male,0.0,0.0,1,White,1,>50K,0,Private
41,HS-grad,9,Prof-specialty,Separated,23,White,Male,0.0,0.0,1,White,1,>50K,0,Private
27,Prof-school,15,Adm-clerical,Never-married,43,White,Female,0.0,0.0,0,White,1,>50K,0,Private
38,Some-college,10,Adm-clerical,Never-married,58,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-not-inc
30,Prof-school,15,Tech-support,Divorced,56,White,Female,0.0,0.0,0,White,1,>50K,0,Private
29,HS-grad,9,Adm-clerical,Divorced,32,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
29,Some-college,10,Prof-specialty,Married-civ-spouse,53,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
40,Prof-school,15,Prof-specialty,Married-civ-spouse,37,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
18,Prof-school,15,Craft-repair,Separated,47,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
33,HS-grad,9,Adm-clerical,Married-civ-spouse,46,White,Male,0.0,0.0,1,White,1,>50K,1,Private
59,Assoc-acdm,12,Adm-clerical,Married-civ-spouse,53,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Federal-gov
27,HS-grad,9,Transport-moving,Married-civ-spouse,14,White,Male,0.0,0.0,1,White,1,>50K,1,Private
30,HS-grad,9,Prof-specialty,Never-married,15,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
18,HS-grad,9,Prof-specialty,Married-civ-spouse,28,White,Male,0.0,0.0,1,White,1,>50K,1,Private
59,Prof-school,15,Other-service,Married-civ-spouse,20,White,Female,0.0,0.0,0,White,0,<=50K,1,State-gov
18,HS-grad,9,Handlers-cleaners,Married-spouse-absent,32,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
53,Prof-school,15,Prof-specialty,Never-married,58,White,Female,0.0,0.0,0,White,1,>50K,0,Private
35,Bachelors,13,Machine-op-inspct,Never-married,41,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
51,HS-grad,9,Exec-managerial,Never-married,37,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
55,HS-grad,9,Sales,Married-civ-spouse,52,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
39,HS-grad,9,Prof-specialty,Married-civ-spouse,28,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
39,Assoc-acdm,12,Sales,Married-civ-spouse,40,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
44,11th,7,Machine-op-inspct,Married-civ-spouse,45,White,Male,10.414213171301784,0.0,1,White,1,>50K,1,Private
41,Some-college,10,Other-service,Married-civ-spouse,55,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
50,HS-grad,9,Craft-repair,Never-married,35,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
18,HS-grad,9,Other-service,Never-married,34,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
50,Assoc-acdm,12,Tech-support,Divorced,55,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
30,Assoc-acdm,12,Exec-managerial,Married-civ-spouse,64,White,Female,0.0,0.0,0,White,1,>50K,1,Private
36,9th,5,Exec-managerial,Separated,1,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
60,HS-grad,9,Transport-moving,Married-civ-spouse,61,Other,Male,9.15133319139615,0.0,1,Non-White,1,>50K,1,Self-emp-not-inc
45,Bachelors,13,Prof-specialty,Divorced,42,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
44,Some-college,10,Tech-support,Married-civ-spouse,42,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
26,Some-college,10,Sales,Married-civ-spouse,25,White,Male,0.0,0.0,1,White,1,>50K,1,Private
34,Assoc-voc,11,Sales,Married-civ-spouse,34,Asian-Pac-Islander,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
34,11th,7,Protective-serv,Never-married,38,White,Male,11.324533520598992,0.0,1,White,0,<=50K,0,Private
43,Some-college,10,Adm-clerical,Married-civ-spouse,40,White,Female,0.0,0.0,0,White,1,>50K,1,Private
41,Some-college,10,Prof-specialty,Married-civ-spouse,44,White,Female,0.0,7.509883061154913,0,White,0,<=50K,1,Private
22,Some-college,10,Machine-op-inspct,Married-civ-spouse,45,White,Male,0.0,0.0,1,White,1,>50K,1,Private
37,9th,5,Adm-clerical,Widowed,24,White,Male,0.0,0.0,1,White,1,>50K,0,Private
30,HS-grad,9,Sales,Married-civ-spouse,21,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
35,HS-grad,9,Craft-repair,Married-civ-spouse,45,White,Female,0.0,6.965080345601407,0,White,0,<=50K,1,Private
24,11th,7,Prof-specialty,Married-civ-spouse,19,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
26,HS-grad,9,Craft-repair,Never-married,36,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
46,Some-college,10,Adm-clerical,Married-civ-spouse,54,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
18,Assoc-voc,11,Sales,Married-civ-spouse,43,White,Male,0.0,0.0,1,White,1,>50K,1,Private
20,Some-college,10,Farming-fishing,Never-married,33,White,Male,11.237092908875598,0.0,1,White,0,<=50K,0,Private
24,Some-college,10,Machine-op-inspct,Never-married,46,White,Male,10.822155456696034,0.0,1,White,1,>50K,0,Private
38,Assoc-voc,11,Handlers-cleaners,Never-married,32,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
37,Assoc-acdm,12,Other-service,Widowed,31,White,Male,0.0,0.0,1,White,1,>50K,0,Private
42,Some-college,10,Prof-specialty,Divorced,67,White,Male,0.0,0.0,1,White,1,>50K,0,Private
18,Some-college,10,Exec-managerial,Never-married,38,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
56,Some-college,10,Transport-moving,Married-civ-spouse,47,White,Female,11.267178367446164,0.0,0,White,1,>50K,1,Private
43,Bachelors,13,Adm-clerical,Married-civ-spouse,25,White,Male,0.0,0.0,1,White,1,>50K,1,Private
48,Bachelors,13,Other-service,Never-married,44,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
43,Assoc-voc,11,Sales,Married-civ-spouse,28,White,Male,0.0,0.0,1,White,1,>50K,1,Private
59,Bachelors,13,Other-service,Married-civ-spouse,61,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Private
50,Some-college,10,Other-service,Married-civ-spouse,40,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
26,Bachelors,13,Tech-support,Divorced,58,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
33,HS-grad,9,Other-service,Married-civ-spouse,32,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
38,Assoc-acdm,12,Craft-repair,Never-married,39,White,Male,0.0,0.0,1,White,1,>50K,0,Local-gov
48,Some-college,10,Craft-repair,Married-civ-spouse,29,White,Male,0.0,0.0,1,White,1,>50K,1,Private
35,HS-grad,9,Machine-op-inspct,Never-married,45,White,Male,0.0,0.0,1,White,1,>50K,0,Private
23,HS-grad,9,Machine-op-inspct,Divorced,36,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
42,HS-grad,9,Farming-fishing,Married-civ-spouse,42,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
31,HS-grad,9,Prof-specialty,Married-civ-spouse,19,White,Female,0.0,0.0,0,White,0,<=50K,1,Local-gov
41,HS-grad,9,Sales,Never-married,30,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
41,Some-college,10,Sales,Divorced,26,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
40,HS-grad,9,Other-service,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,1,>50K,1,Private
37,Some-college,10,Sales,Married-civ-spouse,23,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
65,Bachelors,13,Other-service,Married-civ-spouse,52,White,Male,0.0,0.0,1,White,1,>50K,1,Self-emp-not-inc
35,Some-college,10,Prof-specialty,Never-married,17,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
28,Bachelors,13,Sales,Never-married,29,Asian-Pac-Islander,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
38,HS-grad,9,Other-service,Married-civ-spouse,39,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
37,Some-college,10,Prof-specialty,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
