age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,income_binary,sex_binary,race_group,is_married,capital_gain_log,capital_loss_log
22,Private,Assoc-voc,11,Never-married,Exec-managerial,Husband,Black,Male,0,0,50,United-States,>50K,1,1,Non-White,0,0.0,0.0
43,Private,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,24,United-States,<=50K,0,1,White,0,0.0,0.0
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,>50K,1,1,White,1,0.0,0.0
35,Private,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,0,0,40,United-States,<=50K,0,1,White,1,0.0,0.0
28,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,>50K,1,1,White,1,0.0,0.0
51,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,48,United-States,>50K,1,1,White,1,0.0,0.0
59,Self-emp-inc,Prof-school,15,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50K,0,0,White,1,0.0,0.0
31,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,57,Other,<=50K,0,1,White,1,0.0,0.0
30,Private,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Female,0,1932,39,United-States,<=50K,0,0,White,0,0.0,7.566828479208331
44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,39,United-States,>50K,1,1,White,1,0.0,0.0
33,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,0,0,53,Other,>50K,1,1,Non-White,1,0.0,0.0
36,Private,Some-college,10,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0,0,25,United-States,>50K,1,1,White,1,0.0,0.0
47,Private,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,941,38,United-States,>50K,1,0,White,0,0.0,6.848005274576363
18,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,31,United-States,<=50K,0,1,White,0,0.0,0.0
55,Private,Assoc-voc,11,Divorced,Tech-support,Husband,White,Male,0,0,27,United-States,<=50K,0,1,White,0,0.0,0.0
38,Private,Assoc-voc,11,Widowed,Priv-house-serv,Wife,White,Male,23268,2692,45,United-States,>50K,1,1,White,0,10.054877281586947,7.898411092811599
32,Private,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,0,0,29,United-States,<=50K,0,1,White,0,0.0,0.0
36,Private,Prof-school,15,Never-married,Protective-serv,Husband,White,Female,0,0,33,United-States,<=50K,0,0,White,0,0.0,0.0
37,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,0,1,White,1,0.0,0.0
18,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1249,44,United-States,<=50K,0,0,White,1,0.0,7.1308988302963465
57,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,55,Canada,<=50K,0,1,White,0,0.0,0.0
38,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,>50K,1,1,White,0,0.0,0.0
43,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,49,United-States,>50K,1,1,White,1,0.0,0.0
50,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,29,United-States,<=50K,0,1,White,1,0.0,0.0
24,Private,HS-grad,9,Divorced,Exec-managerial,Husband,White,Male,0,0,62,United-States,<=50K,0,1,White,0,0.0,0.0
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,36,Other,<=50K,0,0,White,1,0.0,0.0
34,Self-emp-not-inc,11th,7,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,30,United-States,<=50K,0,1,White,1,0.0,0.0
49,Private,Bachelors,13,Never-married,Farming-fishing,Husband,White,Male,0,0,31,United-States,<=50K,0,1,White,0,0.0,0.0
18,Private,Prof-school,15,Never-married,Craft-repair,Other-relative,White,Male,0,0,14,United-States,<=50K,0,1,White,0,0.0,0.0
36,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,45,United-States,<=50K,0,1,White,1,0.0,0.0
30,Local-gov,Assoc-acdm,12,Never-married,Tech-support,Wife,White,Male,0,0,18,United-States,<=50K,0,1,White,0,0.0,0.0
43,Private,Some-college,10,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,22,United-States,<=50K,0,0,Non-White,0,0.0,0.0
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,61,United-States,<=50K,0,1,White,1,0.0,0.0
28,Self-emp-not-inc,Bachelors,13,Divorced,Machine-op-inspct,Husband,White,Male,0,0,57,United-States,>50K,1,1,White,0,0.0,0.0
28,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,533,25,United-States,>50K,1,1,White,1,0.0,6.280395838960195
36,State-gov,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,0,0,27,United-States,<=50K,0,1,White,0,0.0,0.0
26,Private,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K,0,1,White,0,0.0,0.0
48,State-gov,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States,>50K,1,0,White,1,0.0,0.0
33,Local-gov,Prof-school,15,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,33,United-States,>50K,1,0,White,1,0.0,0.0
18,Private,Some-college,10,Divorced,Sales,Own-child,White,Female,0,0,36,United-States,<=50K,0,0,White,0,0.0,0.0
33,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Male,0,0,22,United-States,<=50K,0,1,White,1,0.0,0.0
24,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,26,United-States,<=50K,0,0,White,0,0.0,0.0
18,Private,Some-college,10,Divorced,Prof-specialty,Husband,White,Male,0,0,17,United-States,>50K,1,1,White,0,0.0,0.0
21,Private,Some-college,10,Widowed,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,1,White,0,0.0,0.0
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,0,0,32,United-States,>50K,1,0,White,1,0.0,0.0
55,Self-emp-not-inc,Bachelors,13,Never-married,Other-service,Husband,White,Male,0,2610,14,United-States,>50K,1,1,White,0,0.0,7.8674885686991285
42,Private,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,49,United-States,<=50K,0,1,White,1,0.0,0.0
30,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,49,United-States,<=50K,0,0,White,0,0.0,0.0
43,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States,>50K,1,1,White,1,0.0,0.0
32,Private,Assoc-acdm,12,Widowed,Adm-clerical,Own-child,White,Female,0,0,56,United-States,<=50K,0,0,White,0,0.0,0.0
28,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,51,United-States,<=50K,0,1,Non-White,0,0.0,0.0
22,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,1,1,White,1,0.0,0.0
18,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,3680,30,United-States,<=50K,0,1,White,1,0.0,8.210939733379021
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Female,0,0,51,United-States,<=50K,0,0,White,0,0.0,0.0
40,Private,11th,7,Never-married,Farming-fishing,Husband,White,Female,0,0,37,United-States,>50K,1,0,White,0,0.0,0.0
36,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Male,0,0,28,United-States,<=50K,0,1,Non-White,0,0.0,0.0
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,42,United-States,<=50K,0,1,White,1,0.0,0.0
25,Private,Masters,14,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,40,United-States,>50K,1,1,White,1,0.0,0.0
45,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K,0,1,White,1,0.0,0.0
20,Private,Some-college,10,Never-married,Exec-managerial,Wife,White,Male,67504,0,42,United-States,<=50K,0,1,White,0,11.119956948191346,0.0
48,Private,Bachelors,13,Separated,Prof-specialty,Husband,White,Male,0,0,28,United-States,<=50K,0,1,White,0,0.0,0.0
24,Private,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,0,0,28,United-States,<=50K,0,1,White,0,0.0,0.0
28,Private,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,49,United-States,>50K,1,1,White,1,0.0,0.0
18,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,39,Mexico,>50K,1,0,White,1,0.0,0.0
31,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,21,Germany,>50K,1,0,White,1,0.0,0.0
50,Federal-gov,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,28,United-States,>50K,1,1,White,1,0.0,0.0
44,Private,Prof-school,15,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,21,United-States,>50K,1,1,Non-White,0,0.0,0.0
50,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,Black,Female,0,0,44,United-States,<=50K,0,0,Non-White,1,0.0,0.0
44,Private,Prof-school,15,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,Other,>50K,1,1,White,1,0.0,0.0
23,Private,Bachelors,13,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,24,United-States,<=50K,0,1,Non-White,0,0.0,0.0
33,Federal-gov,Assoc-acdm,12,Never-married,Craft-repair,Husband,Black,Female,0,0,27,United-States,<=50K,0,0,Non-White,0,0.0,0.0
27,Private,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,0,0,43,United-States,<=50K,0,1,White,0,0.0,0.0
55,Self-emp-inc,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,32,United-States,<=50K,0,0,White,1,0.0,0.0
22,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,24,United-States,<=50K,0,0,White,1,0.0,0.0
49,Private,Assoc-voc,11,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,48,United-States,<=50K,0,1,Non-White,0,0.0,0.0
49,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,37,United-States,>50K,1,0,White,1,0.0,0.0
61,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,12,United-States,<=50K,0,1,White,1,0.0,0.0
32,Private,Assoc-voc,11,Never-married,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K,1,1,White,0,0.0,0.0
47,Self-emp-not-inc,Assoc-acdm,12,Never-married,Handlers-cleaners,Husband,White,Male,0,0,66,United-States,>50K,1,1,White,0,0.0,0.0
67,Private,Bachelors,13,Divorced,Protective-serv,Own-child,White,Male,0,0,44,United-States,<=50K,0,1,White,0,0.0,0.0
29,Private,HS-grad,9,Separated,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,0,1,White,0,0.0,0.0
18,Self-emp-not-inc,Assoc-acdm,12,Never-married,Tech-support,Unmarried,White,Male,0,0,43,United-States,>50K,1,1,White,0,0.0,0.0
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,2537,33,United-States,<=50K,0,1,White,0,0.0,7.839131648274333
47,Private,Prof-school,15,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,31,United-States,<=50K,0,1,White,1,0.0,0.0
18,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,19,United-States,<=50K,0,0,White,1,0.0,0.0
33,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,>50K,1,1,White,0,0.0,0.0
43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,54,United-States,>50K,1,1,White,1,0.0,0.0
40,Private,Masters,14,Divorced,Protective-serv,Own-child,White,Female,0,0,36,United-States,>50K,1,0,White,0,0.0,0.0
43,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,51,Philippines,<=50K,0,1,Non-White,0,0.0,0.0
40,Private,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,13,United-States,<=50K,0,1,White,1,0.0,0.0
54,Private,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,>50K,1,1,White,0,0.0,0.0
25,Private,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,64,United-States,<=50K,0,1,White,0,0.0,0.0
29,Local-gov,HS-grad,9,Never-married,Other-service,Wife,White,Female,0,0,38,United-States,<=50K,0,0,White,0,0.0,0.0
27,Private,Assoc-voc,11,Widowed,Other-service,Wife,White,Male,0,0,45,United-States,<=50K,0,1,White,0,0.0,0.0
48,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,44306,0,29,United-States,<=50K,0,1,White,1,10.69889795709442,0.0
49,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,34,Other,>50K,1,0,White,1,0.0,0.0
43,Private,Assoc-voc,11,Never-married,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,36,United-States,<=50K,0,1,Non-White,0,0.0,0.0
53,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,>50K,1,1,White,1,0.0,0.0
22,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,31,United-States,>50K,1,1,White,1,0.0,0.0
59,Federal-gov,Bachelors,13,Divorced,Farming-fishing,Own-child,White,Male,0,0,43,United-States,>50K,1,1,White,0,0.0,0.0
57,Private,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Male,0,0,15,United-States,>50K,1,1,White,0,0.0,0.0
47,Private,Masters,14,Never-married,Other-service,Husband,White,Male,0,0,62,United-States,>50K,1,1,White,0,0.0,0.0
61,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,35,United-States,<=50K,0,0,White,0,0.0,0.0
18,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,26,Other,<=50K,0,1,White,1,0.0,0.0
31,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,33,United-States,>50K,1,1,White,1,0.0,0.0
28,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,26,United-States,<=50K,0,0,White,0,0.0,0.0
47,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,28,United-States,>50K,1,1,White,1,0.0,0.0
24,Local-gov,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,37,United-States,<=50K,0,1,White,0,0.0,0.0
47,Private,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,50,United-States,>50K,1,0,White,0,0.0,0.0
55,Private,Some-college,10,Never-married,Farming-fishing,Husband,Black,Male,0,0,54,United-States,>50K,1,1,Non-White,0,0.0,0.0
47,State-gov,HS-grad,9,Never-married,Tech-support,Unmarried,White,Male,42099,0,45,Other,>50K,1,1,White,0,10.647803019670473,0.0
41,Private,12th,8,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,29,United-States,<=50K,0,1,White,1,0.0,0.0
25,Private,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,2857,38,Other,<=50K,0,1,White,0,0.0,7.957877358489813
26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,27,United-States,<=50K,0,1,White,0,0.0,0.0
54,Private,HS-grad,9,Divorced,Sales,Wife,White,Male,0,0,41,United-States,<=50K,0,1,White,0,0.0,0.0
48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,45,United-States,>50K,1,0,White,1,0.0,0.0
37,Local-gov,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,52,United-States,<=50K,0,0,White,0,0.0,0.0
32,Private,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K,0,1,White,0,0.0,0.0
18,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K,0,1,White,0,0.0,0.0
24,Self-emp-inc,11th,7,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,43,United-States,>50K,1,1,White,1,0.0,0.0
62,Private,Some-college,10,Widowed,Transport-moving,Husband,White,Male,0,0,34,United-States,<=50K,0,1,White,0,0.0,0.0
21,Private,7th-8th,4,Never-married,Adm-clerical,Wife,White,Female,0,0,36,United-States,<=50K,0,0,White,0,0.0,0.0
40,Private,HS-grad,9,Never-married,Exec-managerial,Wife,White,Male,0,0,49,United-States,<=50K,0,1,White,0,0.0,0.0
51,Private,HS-grad,9,Divorced,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K,0,1,White,0,0.0,0.0
21,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,37,United-States,>50K,1,0,White,1,0.0,0.0
40,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,0,0,37,Canada,<=50K,0,1,Non-White,1,0.0,0.0
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,32,United-States,<=50K,0,1,White,1,0.0,0.0
38,Self-emp-not-inc,Prof-school,15,Divorced,Other-service,Wife,White,Male,0,0,55,United-States,>50K,1,1,White,0,0.0,0.0
75,Private,HS-grad,9,Divorced,Exec-managerial,Husband,White,Female,0,0,52,United-States,<=50K,0,0,White,0,0.0,0.0
18,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Wife,White,Male,0,0,53,United-States,>50K,1,1,White,0,0.0,0.0
51,Private,Assoc-voc,11,Divorced,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K,0,1,White,0,0.0,0.0
35,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,43,United-States,<=50K,0,1,White,1,0.0,0.0
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,44,United-States,>50K,1,0,White,1,0.0,0.0
43,State-gov,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,1,White,0,0.0,0.0
28,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,27,Mexico,<=50K,0,0,White,1,0.0,0.0
40,Private,Prof-school,15,Never-married,Prof-specialty,Husband,White,Male,0,0,62,United-States,>50K,1,1,White,0,0.0,0.0
18,Private,11th,7,Never-married,Exec-managerial,Unmarried,White,Female,0,1439,11,United-States,<=50K,0,0,White,0,0.0,7.272398392570047
45,Private,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,25,United-States,>50K,1,1,Non-White,1,0.0,0.0
41,Local-gov,11th,7,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K,0,1,White,1,0.0,0.0
46,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,37,United-States,>50K,1,1,White,1,0.0,0.0
51,Private,Assoc-acdm,12,Never-married,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K,1,1,White,0,0.0,0.0
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,1,0,White,1,0.0,0.0
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,18,United-States,<=50K,0,1,White,1,0.0,0.0
26,Private,HS-grad,9,Divorced,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,48,United-States,<=50K,0,1,Non-White,0,0.0,0.0
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,36,United-States,<=50K,0,1,White,1,0.0,0.0
53,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,40,United-States,>50K,1,1,White,1,0.0,0.0
56,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,67,United-States,<=50K,0,1,Non-White,1,0.0,0.0
34,Local-gov,11th,7,Never-married,Craft-repair,Husband,White,Female,0,0,36,United-States,<=50K,0,0,White,0,0.0,0.0
38,Private,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,White,1,0.0,0.0
26,Federal-gov,HS-grad,9,Separated,Exec-managerial,Husband,White,Male,0,0,30,Other,<=50K,0,1,White,0,0.0,0.0
53,Private,HS-grad,9,Never-married,Prof-specialty,Wife,White,Male,0,0,54,United-States,<=50K,0,1,White,0,0.0,0.0
46,Private,Bachelors,13,Never-married,Machine-op-inspct,Wife,White,Female,0,0,53,United-States,<=50K,0,0,White,0,0.0,0.0
63,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,0,0,44,United-States,<=50K,0,0,Non-White,1,0.0,0.0
26,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,36,United-States,>50K,1,1,Non-White,0,0.0,0.0
33,Federal-gov,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,38,United-States,>50K,1,1,White,1,0.0,0.0
41,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,64,United-States,>50K,1,0,White,1,0.0,0.0
46,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Female,0,0,47,United-States,<=50K,0,0,White,1,0.0,0.0
35,Private,12th,8,Never-married,Exec-managerial,Own-child,White,Male,59607,0,25,United-States,<=50K,0,1,White,0,10.995545072233563,0.0
26,Private,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,44,United-States,>50K,1,0,White,1,0.0,0.0
49,Private,Some-college,10,Never-married,Tech-support,Wife,White,Male,0,0,39,United-States,<=50K,0,1,White,0,0.0,0.0
47,Private,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Male,0,0,41,United-States,>50K,1,1,White,0,0.0,0.0
26,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,0,0,38,United-States,<=50K,0,0,White,0,0.0,0.0
55,Private,Some-college,10,Divorced,Craft-repair,Wife,White,Female,0,0,43,Canada,<=50K,0,0,White,0,0.0,0.0
53,Private,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,White,Male,74207,0,39,United-States,>50K,1,1,White,0,11.214627240055258,0.0
39,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,54280,0,36,United-States,>50K,1,0,White,0,10.901929536770998,0.0
39,Without-pay,Some-college,10,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,43,United-States,>50K,1,0,White,1,0.0,0.0
45,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,41,United-States,>50K,1,0,White,1,0.0,0.0
26,Private,Bachelors,13,Never-married,Other-service,Own-child,Black,Male,0,0,58,United-States,<=50K,0,1,Non-White,0,0.0,0.0
38,Private,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,38,United-States,>50K,1,1,White,1,0.0,0.0
18,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,24,United-States,>50K,1,1,White,1,0.0,0.0
49,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,48,United-States,<=50K,0,1,White,1,0.0,0.0
18,Private,11th,7,Divorced,Craft-repair,Own-child,White,Male,0,0,51,Other,<=50K,0,1,White,0,0.0,0.0
57,Private,Assoc-voc,11,Separated,Transport-moving,Own-child,White,Male,0,0,19,Mexico,<=50K,0,1,White,0,0.0,0.0
33,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,42,United-States,<=50K,0,0,White,1,0.0,0.0
35,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,36,United-States,>50K,1,0,White,1,0.0,0.0
29,State-gov,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,46,United-States,>50K,1,1,White,0,0.0,0.0
34,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,45,United-States,>50K,1,0,White,1,0.0,0.0
56,Local-gov,HS-grad,9,Widowed,Tech-support,Own-child,White,Female,0,1079,45,United-States,<=50K,0,0,White,0,0.0,6.984716320118266
18,Private,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0,White,0,0.0,0.0
54,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,46,United-States,<=50K,0,0,White,1,0.0,0.0
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,58,United-States,<=50K,0,1,White,1,0.0,0.0
22,Local-gov,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,38,United-States,>50K,1,1,White,0,0.0,0.0
24,Private,Bachelors,13,Widowed,Other-service,Not-in-family,White,Male,0,0,39,United-States,<=50K,0,1,White,0,0.0,0.0
59,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,34,United-States,<=50K,0,0,White,1,0.0,0.0
25,Private,Some-college,10,Never-married,Exec-managerial,Wife,White,Male,0,0,34,United-States,>50K,1,1,White,0,0.0,0.0
23,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,39,United-States,>50K,1,1,White,1,0.0,0.0
52,Self-emp-not-inc,Bachelors,13,Widowed,Exec-managerial,Husband,White,Female,0,0,51,United-States,<=50K,0,0,White,0,0.0,0.0
42,Private,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,38,United-States,<=50K,0,1,White,1,0.0,0.0
25,Self-emp-not-inc,Masters,14,Separated,Prof-specialty,Husband,Black,Male,0,0,42,United-States,<=50K,0,1,Non-White,0,0.0,0.0
40,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Female,58717,0,56,Philippines,<=50K,0,0,White,1,10.98050160276284,0.0
24,Private,9th,5,Married-civ-spouse,Sales,Wife,White,Male,0,0,51,United-States,<=50K,0,1,White,1,0.0,0.0
52,Local-gov,11th,7,Never-married,Exec-managerial,Husband,White,Female,0,0,29,United-States,>50K,1,0,White,0,0.0,0.0
51,Private,Assoc-acdm,12,Separated,Handlers-cleaners,Husband,White,Female,0,0,23,United-States,>50K,1,0,White,0,0.0,0.0
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,14,United-States,<=50K,0,1,White,1,0.0,0.0
42,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,51,United-States,<=50K,0,1,White,1,0.0,0.0
60,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,3,United-States,>50K,1,0,White,1,0.0,0.0
